order_id,customer_id
00010242fe8c5a6d1ba2dd792cb16214,00012a2ce6f8dcda20d059ce98491703
00018f77f2f0320c557190d7a144bdd3,000161a058600d5901f007fab4c27140
000229ec398224ef6ca0657da4fc703e,0001fd6190edaaf884bcaf3d49edf079
00024acbcdf0a6daa1e931b038114c75,0002414f95344307404f0ace7a26f1d5
00042b26cf59d7ce69dfabb4e55b4fd9,000379cdec625522490c315e70c7a9fb
00048cc3ae777c65dbb7d2a0634bc1ea,0004164d20a9e969af783496f3408652
00054e8431b9d7675808bcb819fb4a32,000419c5494106c306a97b5635748086
000576fe39319847cbb9d288c5617fa6,00046a560d407e99b969756e0b10f282
0005a1a1728c9d785b8e2b08b904576c,00050bf6e01e69d5c0fd612f1bcfb69c
0005f50442cb953dcd1d21e1fb923495,000598caf2ef4117407665ac33275130
00061f2a7bc09da83e415a52dc8a4af1,0005aefbb696d34b3424dccd0a0e9fd0
00063b381e2406b52ad429470734ebd5,00062b33cb9f6fe976afdcff967ea74d
0006ec9db01a64e59a68b2c340bf65a7,00066ccbe787a588c52bd5ff404590e3
0008288aa423d2a3f00fcb17cd7d8719,00072d033fe2e59061ae5c3aff1a2be5
0009792311464db532ff765bf7b182ae,0009a69b72033b2d0ec8c69fc70ef768
0009c9a17f916a706d71784483a5d643,000bf8121c3412d3057d32371c5d3395
000aed2e25dbad2f9ddb70584c5a2ded,000e943451fc2788ca6ac98a682f2f49
000c3e6612759851cc3cbb4b83257986,000f17e290c26b28549908a04cfe36c1
000e562887b1f2006d75e0be9558292e,000fd45d6fedae68fc6676036610f879
000e63d38ae8c00bbcb5a30573b99628,0010068a73b7c56da5758c3f9e5c7375
000e906b789b55f64edcb1f84030f90d,001028b78fd413e19704b3867c369d3a
000f25f4d72195062c040b12dce9a18a,00104a47c29da701ce41ee52077587d9
001021efaa8636c29475e7734483457d,001051abfcfdbed9f87b4266213a5df1
0010b2e5201cc5f1ae7e9c6cc8f5bd00,00114026c1b7b52ab1773f317ef4880b
0010dedd556712d7bb69a19cb7bbd37a,001226b2341ef620415ce7bbafcfac28
00119ff934e539cf26f92b9ef0cdfed8,0012a5c13793cf51e253f096a7e740dd
0011d82c4b53e22e84023405fb467e57,0013280441d86a4f7a8006efdaf1b0fe
00125cb692d04887809806618a2a145f,0013cd8e350a7cc76873441e431dd5ee
00130c0eee84a3d909e75bc08c5c3ca1,001450ebb4a77efb3d68be5f7887cb1e
0013503b13da1eac686219390b7d641b,00146ad30454993879adaa91c518f68c
00137e170939bba5a3134e2386413108,00155f0530cc7b2bf73cc3f81cb01c52
001427c0ec99cf8af737bd88e92fd444,001574cd5824c0b1ea90dd4f4ba6d5b8
00143d0f86d6fbd9f9b38ab440ac16f5,0015bc9fd2d5395446143e8b215d7c75
0014ae671de39511f7575066200733b7,0015f7887e2fde13ddaa7b8e385af919
0015ebb40fb17286bea51d4607c4733c,0017a0b4c1f1bdb9c395fa0ac517109c
00169e31ef4b29deaae414f9a5e95929,0018c09f333634ca9c80d9ff46e43e9c
0016dfedd97fc2950e388d2971d718c7,0018f7fde63ca77254dbc47f4ea358b2
0017afd5076e074a48f1f1a4c7bac9c5,0019c9aaad15b043c48f0a1180f22ce8
001862358bf858722e1e2ae000cfed8b,001a57041f56400917a187dd74e6cbc1
0019c29108428acffd089c36103c9440,001b4e9b73aa98a6276b241bfd496822
001ab0a7578dd66cd4b0a71f5b6e1e41,001c7f05398c45b42eee0d5a77783bca
001ac194d4a326a6fa99b581e9a3d963,001df1ee5c36767aa607001ab1a13a06
001b76dd48a5b1eee3e87778daa40df8,001f150aebb5d897f2059b0460c38449
001c85b5f68d2be0cb0797afc9e8ce9a,001f35d9f262c558fd065346fbf5801d
001d8f0e34a38c37f7dba2a37d4eba8b,001f6f1a5e902ad14e1f709a7215de11
001daeb0eddc45b999bad0801ad9d273,00205ad9ba1ef4340cef86583294cf82
001dbc16dc51075e987543d23a0507c7,002236c4f333bc8df6a5939749eb7869
001e7ba991be1b19605ca0316e7130f9,002348c1099e3229276c8ad7d4ddc702
001e7cf2ad6bef3ade12ebc56ceaf0f3,002408f390f729598bbac1ef9421c6ae
0020262c8a370bd5a174ea6a2a267321,002450e9ea44cb90b8a07ba0b197e149
0020a222f55eb79a372d0efee3cca688,002554bdf9eb99618d8189c3a89fdd52
002175704e8b209f61b9ad5cfd92b60e,0026955706fd4e2fa997f3f4c18d485a
00229e4e43f7a7e0b9dd819ad43268d3,0026d252429f669d454d726e5e956aa1
0025081dcf9330f9a5052ae82c6ce396,002834b4d901534f48d9e9a72047b288
00254baeb6c932b0a8aeead91fbd02b5,0028ff36263a86bf679df7c863a0a0ba
00259a44fcad3fc0474329e925d14fc3,002905287304e28c0218389269b4759b
0025c5d1a8ca53a240ec2634bb4492ea,002937abdae13680e17dccd3868b4825
002611a77fe03d076285fd4ca95db77c,0029cdf064769cabdf3186b54d068c99
002691433f09002ac9ca0c4e8dbb8ead,002a10e899b62a460b0116e0b68697ad
0026a368634b6e6f34f33b1499773a30,002b24cb2cd0c3e575040dbd278885e3
00275bce676303c3bfd7292aefdfa223,002b5342c72978cf0aba6aae1f5d5293
00276d5c3491fbf55305e26891040df9,002c625393dfa194828b462a6ef8cb0b
002834535f7a609a5c68266f173fa59e,002ce108ccf0356ef5c8b1dce3c0ae29
0028de0ca693a1bb26448916a81105cc,002d358e2462f87678443706cbf2eb21
002955b0acc63d04f6724a31967e82bd,002d597546b2cf44428232c9f237f873
0029c5db35ef291ce99d1262012e7daa,002ebb669a34b9e79c88efc755e95322
0029f17cf0e7640c5cb6825af681303f,002ef7e55600d44ead53f7c1644e5222
002af7fa9eb99d1456bceb6a13d6fc0b,002f067b028a3643ad3a0969c7a0f3dc
002b430ff89b3a24c31a1170acbbedea,002f90a6eb386bc43bc9ba200db31a89
002b4e6fa42cd4a22cc86abc18fe9c05,002fb8fc5ce64f8422fa2fe79986c783
002c9def9c9b951b1bec6d50753c9891,002ff70a5285669011090c077ef929af
002d040018d12a3853c059f7f23ab5b1,00302a0b99783c3d1d1e81c616e321e8
002f16b7bc4530031b7d90f791b12d8a,0030aded3a67b29946a128ee8468388e
002f19a65a2ddd70a090297872e6d64e,0030fbb95fbe7e61f798a80edb01a8e9
002f98c0f7efd42638ed6100ca699b42,00314f95a054231742e3c5396b333b88
0030d783f979fbc5981e75613b057344,003177b3eeca50af17750f53802c9a09
0030ff924c38549807645976adeef2c0,0031abfb953b66e998f67b09e7b11375
00310b0c75bb13015ec4d82d341865a4,0031c1062edf836ef7a7a7ea758b137b
00324b3eda39ba5ecce3945823e3594c,00330644cccc5db0276fa836976306fe
0032d07457ae9c806c79368d7d9ce96b,00331de1659c7f4fb660c8810e6de3f5
003324c70b19a16798817b2b3640e721,0033823ee55671ac5317d423291333c2
00335b686d693c7d72deeb12f8e89227,0034f7933de3ead6bd9ba49afe95f119
00335f75ea6a4455b524a8dd177067f5,003536ce5e18f1d12b9bf76932f8a6b1
00337fe25a3780b3424d9ad7c5a4b35e,0035b30e58c620fa2bd30275ddd4f7ef
003423b755b562962a6225a8de40d12e,0036875772a8eeb391b8cd7226283fdd
00345f338696283410b7977d2e3efc89,0037d14e53af1d555a582504a4058f4c
0035246a40f520710769010f752e7507,00380c010de38d578d02117f6d0b88e7
0035c0b07126fe9c24a325216fb96064,0039b3e41ac6615814a0b44a8992bff5
0035e6b7ade84b3f5b86bd49814793df,003a75d228dc67cb2918e40c2aacc4bf
0036757472ece3dde52fd4bfd929c90e,003b595c764773e20e0949b6fba7b1dc
0036887767dea4bd43b1a88cd0d9477a,003bc8d06ebed9d146eb9f100d0a89ae
00378c6c981f234634c0b9d6128df6dd,003bdf7fd8312f9d14a4b979f3747334
003822434f91204da0a51fe4cf2aba18,003c7cadba4f182b9f22d7d5ea7a5003
0039500db36d50d7d0bfaf23723550f3,003cb2c7ce25d8af8556fb456f903546
003a7f59d7e08a9c61d9e2881fe6459c,003cbe6a43560a8b6fd2c07531257c2d
003a94f778ef8cfd50247c8c1b582257,003e45472805afa1ee701d83284fa22b
003cc6161d7a2593f2525cce0c330d32,003eab528664e1bd677218ef4be086ac
003d0634280ff3d1d3a54459349a6899,003ec17a1389fa302f3a0423dddd8650
003d804eef0e1b856881cd18e0cc0d4c,003f7d92ac63c512bb6584219806f8df
003d9fc84ad902adf2265248b5ffe1a4,0040a8417928d0d5abd5169cd7877181
003edccf16bc5ec447f592913b3df2b4,0040b00970e2139e8c43b647c0da5305
003f201cdd39cdd59b6447cff2195456,00411811e3b661e746a6e1ce1f0878ab
003f9bcc09427647c4b9d361a523545b,0041d7b768cb115092fa0f5d55638d06
00404fa7a687c8c44ca69d42695aae73,00426311a53f3c052943c88b692a3be2
0040a56893444cb56cba7cfe2225e34e,0042d04ee8231b36dcb29aac213f5db4
004157daafa0bc8672e01f00e4f0c04f,0043b0afd67fb3af74360d2893b9a530
00418a49a685c6bb60633291c3fab17a,004440537b68545ca3c341d7279bc4c0
004345d16a1ab2c21962992c721c8643,00447b6bd39c4a0f6366b05948f9e2e3
0044c6f6d22dd280534344177c81b989,00459c4eb23e40414ca067d06fa303d4
0045e3085f083f0f38d24bb3f22e6593,0045ac1c0957bc92e109f71e4941fa49
0045f5225a96ef46630701167528fdcb,00474d2582fd72663036795b7ab8cfc1
0046176ff0dbc2a178b7885355dfbb71,004937d0f9d6ce15c2830c00c2f482e5
0046e1d57f4c07c8c92ab26be8c3dfc0,00498d14e21c58ed2feb5d5feb4cd706
00471463a6106056c1a2a809f70de640,0049e8442c2a3e4a8d1ff5a9549abd53
00482f2670787292280e0a8153d82467,004a2b3e8b026284407c620f4f01f686
0049edf42837aa808e03552a62bd2158,004d41e9bf012c669db1a257888d85a2
004b62108b876867938746ad3154167f,004df18653e9438571e9d294776a5c5c
004ba47bb589cdbc485e6025bd6d3c81,004ee20df425002ed78553e1f50caa3e
004ca5ae248069d68e8594df8abf6ce0,004f39eb181d53fa796fe82ce7a0cbd5
004d76fef3dd46eb4f70da049c8d1f93,00502500a53243e07961383bf1a6fa82
004eab0fd8f28adaf8d488976f77febe,005092c23e81812fbbe11fc6cf7e5316
004f5d8f238e8908e6864b874eda3391,0050b4dd994efa94b2cd3210e4cecf32
004fb11815bc03b01b20a614eef69d14,0050ee32fbb93383fb0d9e3d8ee89a07
004fb5e6f90a178dc74ad2b016649249,0051337a96842850e1ec728dd158f4b3
005059edee63c8c708ba61910793b31b,005196c65bab2861e397cc85bc7664bf
00526a9d4ebde463baee25f386963ddc,00520034b873d2cdfe098fd0a634d03d
0055b77cca3186676c147f532dd2547b,0054556ea954a76ad6f9c4ba79d34a98
0057199db02d1a5ef41bacbf41f8f63b,005460bea0518c7354f01adf10012184
00571ded73b3c061925584feab0db425,0054f2f885ca69abcf4935c9506d7851
00584d79015452d19fd3d044ba3abdc0,005596395ca3acd0433fe7d6f95a028e
00588f5f20fee630b83d4709e0a42715,0055e9b290953716739bd94a256a4144
005997dca4c1fc45066d0a03d54a6469,0056a2580b5c68cfa6b43c6ef6adbc03
005a1dded353107dbabf8ffc83a20365,00573ea7a2ac9dff51ac3d177cd6eaea
005b49de51a4e006055e8487a50ad8e4,0057f8b7c332d630b992d6a8ca79748c
005cad6157eadc7f1f09917607f1704a,0058153a752ee674162564afb1191d25
005d9a5423d47281ac463a968b3936fb,00581d55862aecc8cbc7d701a27bc285
005e5166e99d1e4d0c4f808b0540ba94,0058ebe2dc136d918dd001968cfa5903
005f25968fc854ea16fb16f5bdbc87c7,005b65c9a6485aa1b7ac382dd87b018f
00602f25bffa1dcfb71e202fbf9824fb,005c36bfaa8710aaf61e4b1712ccd658
00611822267e76e0055c25c18506f06e,005c611fb96be942e75d22129c370268
006127b8b9a1681a982313ed7129c3c0,005e2fff255d3d69e6cfc8c4928d33a9
0064d74f7de7917d54768d7722ad56ac,00618f4116647066768ca73893989605
006557c3221c1fcd02b0106343ab357b,0061937e85c708a41f5d5b24405d0f50
00664284de7a3470d22931ed78615ee4,00620f738107803e6c0f6818a7a3b7e3
0066a1fdaee16ad5022c5ef979d0b661,00624707c8556199de70cac1593e7088
0067c6030d65af0ff98790158ddb0020,0062859a8f89e25c6b0e8dc905ccc59d
0068468c453d28c8ef3fd089e50a5847,0063913c2f1878cc471de963dc0571c4
